"id","name","clientId","alternativeClientId","deviceTypeId"
"kbp4htaoyyl","device-85ef9cef-b370-4215-8508-7568f147566d","NM7IR0KED4I3W6M3TRKIEUT","GNAOBUNPV9O8P5193EBR2L9","63ow1jqpp7c"
"w07jppz4m6j","device-9712ae33-b5eb-4040-9c99-dee8c768d8e8","77F1NICXHXZMG9PB6QK1AS4","VF9NYIUXE4C6EY31VS9724V","63ow1jqpp7c"
"3x56d46d3oi","device-bedace64-33da-49aa-8b48-50a1581a7478","NN0LSP2BKW1RFN89ECDECIN","G55WEY5D6B76Y3HW0DAS2Q1","63ow1jqpp7c"
"kbk2jns43oj","device-2bfd94b4-5c90-45a7-8111-9b9ddd049bb2","THK81SLN6LMFM0C1ICMJU5J","QUJYT8ONU2UHGP1J3DFD4M8","63ow1jqpp7c"
"cf4bcl75fzc","device-d2796836-150c-4377-9925-c06294dca8ea","0E6PTECNBVTETIVHABM41BB","LKQXHC1RFAD219HX6O13GVL","63ow1jqpp7c"
"omx76kmb3fr","device-d32347fa-e951-44c3-b37d-c4cbac64f6a1","3VCQ7E4HFI95JFUWLBQGJDV","YRPN7SIYGFG6X616ISI61XE","63ow1jqpp7c"
"00seekkze42","device-eb4f50a4-a8f6-4826-83fa-823bad115c34","DEKOX6RI7FEYRGG3XC394RS","9I5IQ7Q26QKX2ABKEHHS23S","63ow1jqpp7c"
"x4mawfmduq8","device-7bca02d4-5281-4dd8-8550-d17d845c6898","FO2H0ZPZDEPL65TC72Y6H9V","VT1NX01SZTWCQ4EGNRLBAQZ","63ow1jqpp7c"
"jz7h81c2dtd","device-6d681652-4e8f-4e19-9fab-d0d8353d1e8b","AMFPUZV50RY22PMLX9P8EV9","2B8KT7O7OQPCMZMMJSRCEUW","63ow1jqpp7c"
"3vfa4q5jhzb","device-7601c527-587f-4484-8e95-77b53fe20a70","6M4X9936L2B9DGWNRW74NZN","HZ9LYTQ2E58780X5HIA7I5J","63ow1jqpp7c"
"mmyeu676hla","device-92e4dde1-493e-4a48-be4c-dd8b01e68cbc","ZVTIIN93GE4SUE6Q7L4CZE5","2AKICU4JAEJPV33IKG4BU4X","63ow1jqpp7c"
"uy1mguxwwya","device-bb3b1e40-c268-4030-b693-2c2699df5a4e","E2QQUXXSJHUJ2YYVNGMW4PS","JZFIVFHIJR5II0OPPR01OQ2","63ow1jqpp7c"
"7vhux22m0il","device-03d85d75-d533-4e72-8da3-29d5e5056ec8","2E2PEIWENA5HKDAXCW0KU18","ETTRRN2WMO74O8112UXAPTN","63ow1jqpp7c"
"77rpapw1dbm","device-c316445e-ca9b-46dc-805b-525e89f50538","ZPVOSPI256I0NPJVE7I9K5Z","V68SPZ7YLXW0195FUT42KCC","63ow1jqpp7c"
"yzp35tinuwv","device-69e8c259-b6af-42c6-bf4e-ac6794295664","YJKKBM7XOMYE6JBQ5SRNH5L","1TTOTOG1EYA01OS6E2PKOCT","63ow1jqpp7c"
"bfxzi50795o","device-2f69ecac-0866-4999-ae6c-551c6470824c","J3GG67PDO2F8W58B4Q21W9Z","7L37IIT6IOCE3CJPYXMS4NY","63ow1jqpp7c"
"l1rfuhlx4wn","device-b2efaf16-a98d-44cf-aa51-fd76fee924a3","0L347DESV4T5X5R4W8HJ6TT","E2Z4TRX39XZXLH5MSBG55KL","63ow1jqpp7c"
"6oj1aof3hux","device-9e4484e6-93a9-416d-9986-fa2c53b5fbad","5ETY4VORCX7ZITUIDD7JBAJ","C41RA59HI308X3XB18MUB2N","63ow1jqpp7c"
"31uksl627d3","device-8d690cdc-282e-405b-91f4-17630c14d3e5","8HWA213XUZHWSBZGKXROZCT","KF98XVBJDXYQJ7EXC7O0UMH","63ow1jqpp7c"
"86as3imj4qy","device-2de1cb14-83d3-4487-8fd5-0e210fcccf3c","6DD4EDTBMBSIGHQ16AN57HH","R953XCUA772OM7FBQA4ZTS8","63ow1jqpp7c"
"ff8h7xfbvjs","device-539e4773-c520-42b9-9bbc-f480d8c48b24","VVLQRSXFYNFJKUIF9V2HCWK","JTTQYX7LM74N8JUEP4PIWII","63ow1jqpp7c"
"vpcb8tcwv1b","device-77d20f97-752a-458c-8e7e-ac74eb3b75b6","4ZZR751N93MY85PXZVQRP3T","0LKAVRZKR4BCXATSHT6R7ZZ","63ow1jqpp7c"
"927ap92khrx","device-a5028211-476e-43f5-8cfc-b249807c8154","XI41LTS2B3VI9CCACVCB3EU","XEAVVBNY8004O23NCN6ETHU","63ow1jqpp7c"
"fyc97myc4cn","device-fd841914-72db-462e-885d-a4f1426db4a3","1P3A4MPIR6K0LXAGU7Q9LPD","S3LOHYTGUJSOEX0GOKXJTCD","63ow1jqpp7c"
"yvy7t7nebdg","device-5c7a30fd-bd62-4311-a084-abab83d3e723","U9Y8AJAI3ZUT754LJ8U7981","SWISF414O2Q4E4O5UFYDZRV","63ow1jqpp7c"
"xu10m5zhu7j","device-aecfa221-1a38-4e47-87c1-7557e2ff70ca","ZAXBP5U52X3L38BP6G2EARQ","RMAWI8JCSHBGRHBL0P999YM","63ow1jqpp7c"
"dsq6xaycerm","device-94c3acc8-3b3e-4be9-a86c-4c02e8c830b7","TMG4Y8JCGKT5VH5MATQLHVZ","HKEWUYHY76AZMNB43KURPBF","63ow1jqpp7c"
"nvkfzqkv0gm","device-84b31b90-21f2-482b-ad0a-c58e0f0a2453","77ZT4A43NSCJGG15OHEKEER","TQVKI17UB8YDX0QHALC9SWH","63ow1jqpp7c"
"ri6rb1ezien","device-d729e331-d3e2-48eb-86be-591bcab77f08","MGN7XJ1OP09UC386PMG5LT0","O5KO44LBHTOBWOQ43HUUK51","63ow1jqpp7c"
"dgpgmwiify3","device-d034ed80-86c4-4f3a-8edc-e85428e99ba5","NUTSY93ZX1QSQ3C7LWQBA6Y","WC903NYSZ9VH70PA48K32FF","63ow1jqpp7c"
"hmzs01b9ouq","device-31ad4a03-912f-4d6a-a55a-b7665b7f0058","ZP5YE1T0G3SFA6GQT69IRRP","Y6YA5ZMPM7OROYH628L2F9R","63ow1jqpp7c"
"e3akxp7irl4","device-edc29256-f63d-4fed-afa7-a6262f9e6d0f","JU3MOQVRUSRPM44ZNKT0CAG","EVMGOZDW78VURV5TOXI5XFR","63ow1jqpp7c"
"s6wxe1c7fwy","device-85535877-f1a9-405a-a2cd-21888ca0ac4b","EBUV9GFR7177PBQ64PEYSIG","1H0X5LHYPJ44OSB2TOLH3J1","63ow1jqpp7c"
"tfm1kiul46z","device-a683dad2-d9e6-4ed5-afbd-a99ee53edbe0","F9UM8JGCJPS94DMU4OGN7YN","5K4A3MSQPYAP0XGS6J73R3G","63ow1jqpp7c"
"5kmklir0e0i","device-ba30e8ff-3ac9-42f2-acdd-f1fb38cd63fd","J4VTG0NUFEI41ZDAD6PIBFL","6BQ5JWWPGWZJA6HHBMT1P7C","63ow1jqpp7c"
